Total MaxAmp	Split MaxAmp 1	Split MaxAmp 2	Split MaxAmp 3	Split MaxAmp 4	SCO	Centroid	Spread	Flatness	MFCC_0	MFCC_1	MFCC_2	MFCC_3	MFCC_4	MFCC_5	MFCC_6	MFCC_7	MFCC_8	MFCC_9	MFCC_10	MFCC_11	MFCC_12	MFCC_13	MFCC_14	MFCC_15	MFCC_16	MFCC_17	MFCC_18	MFCC_19
12381.765342423763	2881.818479327404	10968.591952539677	2862.943512164916	2933.9468868559247	302.2254904620147	1431.064243264742	2712616.8464922225	0.009052109207280317	-529.5789794921875	113.84748077392578	-54.16606521606445	-1.2950531244277954	-39.16706085205078	-5.940847396850586	-28.03196144104004	-0.9058542251586914	-17.92033576965332	3.5519444942474365	-4.399127006530762	1.1227710247039795	4.8217315673828125	1.844332218170166	7.865288734436035	1.4592390060424805	8.763480186462402	-0.5222653150558472	6.5699663162231445	-2.569387912750244
23207.201808071524	7507.397593817182	17796.568197675566	8732.255382114196	7454.808816793773	515.0696158385383	1988.0801037274766	4882371.1300068125	0.007897773379283652	-433.736572265625	115.58686065673828	-49.41990661621094	-1.5297400951385498	-37.88874053955078	-5.138132095336914	-32.65652847290039	2.950484037399292	-19.581398010253906	5.10851526260376	-8.230694770812988	4.498489856719971	2.952223300933838	0.9343485236167908	10.9423828125	-1.7361819744110107	12.209540367126465	-2.5018317699432373	7.88836145401001	-2.098573684692383
55701.34650431135	17527.25983169152	25232.367721653387	38836.73589095033	23642.956458033994	1191.3538254031018	1778.3786150429655	3498021.266271121	0.00518377285062453	-350.1495361328125	124.40613555908203	-47.439022064208984	8.526206016540527	-41.40204620361328	-0.8219345211982727	-32.53703308105469	3.5278756618499756	-20.60540771484375	2.683898448944092	-8.805316925048828	3.671074628829956	1.3540146350860596	4.331345558166504	7.741373538970947	2.1834065914154053	9.443345069885254	-0.25392988324165344	6.966493606567383	-3.6646628379821777
32417.69483764312	11872.590095116195	19414.671507114002	13556.994583984346	18962.587931576076	786.8245731063331	1669.3649234447419	3697536.0147427474	0.006672971714038565	-417.8055419921875	123.12965393066406	-40.978477478027344	5.02694034576416	-37.423179626464844	-1.2486834526062012	-30.197092056274414	0.5284062027931213	-19.356998443603516	1.2792773246765137	-7.2195634841918945	3.284898042678833	1.6753394603729248	4.744680404663086	7.548288345336914	2.8749847412109375	8.472135543823242	-0.9722875952720642	5.965747833251953	-3.0245416164398193
15837.167682852378	2995.8088122717595	14231.637168419427	3790.9738264648304	3201.1652547163962	461.5822876007363	1974.605678828871	5769962.951564017	0.00841952925439718	-521.6469116210938	106.87171936035156	-38.87425231933594	-14.22761344909668	-26.49692153930664	1.461816430091858	-21.001880645751953	0.3800290822982788	-26.169160842895508	4.030778884887695	-7.013896465301514	-0.3055342137813568	-0.2730817496776581	5.723294258117676	12.895750045776367	-2.322113513946533	11.990686416625977	-3.2155344486236572	7.182877063751221	-3.069582462310791
87288.55873661878	44290.85654840496	41178.79095311467	49938.97570510627	36724.74936719675	1824.1025473359718	1804.9114653095762	3597498.8485984397	0.004197731740139596	-295.9068908691406	131.7783203125	-49.02720642089844	16.558130264282227	-47.75067138671875	7.5107102394104	-38.98438262939453	6.179873466491699	-24.58127784729004	6.837520599365234	-11.458065032958984	7.401306629180908	-0.25339168310165405	5.435251235961914	6.189254283905029	2.55757212638855	8.647727966308594	-1.3279238939285278	7.536352157592773	-4.697749137878418
23186.878733686088	19889.05229091543	5831.371057225387	8032.015008217891	5815.933875930878	601.8160682273061	1627.5865750090952	3581657.7532772287	0.007702317610776213	-456.15118408203125	113.18437957763672	-38.411869049072266	2.6373720169067383	-37.180545806884766	-3.8049168586730957	-30.79853630065918	-1.4626468420028687	-19.780378341674805	-0.7203660011291504	-6.051505088806152	2.0014548301696777	3.2379608154296875	2.7196860313415527	8.531665802001953	2.547027349472046	9.29140853881836	-0.9248321056365967	5.803902626037598	-2.793583869934082
11131.342290737499	649.7228288072829	11042.65436485786	835.862027771059	698.2772538617733	216.85421942822708	1722.1549898703795	3468465.683691268	0.010903677073824183	-654.0596923828125	92.00743103027344	-30.535404205322266	-17.880859375	-26.973474502563477	-13.087801933288574	-24.98754119873047	-1.3334442377090454	-19.115707397460938	4.966080665588379	-5.594440460205078	1.5106329917907715	6.360975742340088	-1.385787010192871	11.408285140991211	-1.8531229496002197	10.955711364746094	-2.0506575107574463	5.770776271820068	-0.7085372805595398
65586.36758486023	47320.76552464182	35794.41123318929	21303.332447554258	14805.452115967313	1513.858010524661	1552.2384773954318	2855456.5007265224	0.004344970204401002	-379.2247314453125	118.97514343261719	-47.437660217285156	1.8550970554351807	-37.51250076293945	-4.961125373840332	-29.161802291870117	-0.5745263695716858	-16.809528350830078	1.1673760414123535	-5.895317554473877	3.0592970848083496	2.475384473800659	4.185592174530029	7.714646339416504	2.567572832107544	8.471922874450684	-0.23962748050689697	5.69872522354126	-2.600945234298706
97301.56407159862	47909.85364671891	44936.00914317759	57353.597847713885	41603.228577312795	1984.9486143908966	1812.213946389829	3538943.6701375395	0.003974132859235811	-285.816650390625	132.54005432128906	-50.43923568725586	16.114559173583984	-47.89566421508789	7.072035312652588	-38.64677810668945	6.635814666748047	-24.38628387451172	7.102049350738525	-11.170734405517578	7.178008079528809	-0.46817195415496826	4.381581783294678	6.648159027099609	2.939514636993408	8.906495094299316	-1.21560537815094	7.236336708068848	-4.652484893798828
72329.16377415504	25309.977884506512	34876.216705580264	34154.81058088993	45108.01585031836	1496.9423443457772	1724.1158494007896	3376878.4787750132	0.004489260571982618	-323.3770446777344	130.00611877441406	-53.16352844238281	10.436762809753418	-44.827392578125	4.022510528564453	-36.434749603271484	4.876401901245117	-22.030237197875977	5.467187881469727	-8.979508399963379	6.771512985229492	0.8456447124481201	3.995659828186035	6.131522178649902	1.9203895330429077	8.321075439453125	-1.1045469045639038	6.878945350646973	-4.154506206512451
92373.57699545551	48026.9428064027	57076.881835136235	43131.82000087987	32202.589680410703	1807.713567027371	1808.8343334840367	3415765.184431207	0.004064822156075534	-291.4267883300781	129.71588134765625	-62.813621520996094	14.505632400512695	-48.157657623291016	8.335086822509766	-39.472110748291016	8.072673797607422	-24.414690017700195	7.479377269744873	-10.980799674987793	6.770034313201904	0.4540945589542389	4.266098976135254	6.557806968688965	1.6351478099822998	7.673052787780762	-0.9060919880867004	8.088860511779785	-3.8802058696746826
18422.792404389264	2754.9464761169575	17179.817794238497	3985.651494277788	3054.741613668809	733.9817778158299	2643.649971060489	7466535.580956209	0.007930060444255775	-520.2256469726562	94.04495239257812	-39.273536682128906	-10.627513885498047	-26.58173942565918	-0.0187904704362154	-33.97348403930664	2.316075325012207	-22.445009231567383	5.56049108505249	-8.755057334899902	-2.1973819732666016	2.790149450302124	1.6252243518829346	14.495888710021973	0.48554012179374695	11.917635917663574	1.672255039215088	2.9726803302764893	2.1627135276794434
74243.09882287229	19170.788031148382	62140.02828059585	27202.88313534984	17636.43782703106	1557.1189535805875	1790.6897806011789	3631512.8437081883	0.00456592126349169	-345.3737487792969	118.95838928222656	-52.58473205566406	8.53508186340332	-41.15848159790039	1.9101470708847046	-36.869625091552734	3.87312388420105	-20.19498062133789	2.5351150035858154	-8.059589385986328	5.245099067687988	0.5949206948280334	3.6443166732788086	6.886412620544434	1.1662945747375488	9.338565826416016	-0.5691750645637512	7.3415985107421875	-3.561875581741333
23052.647705273026	2240.758806943504	20975.55424570408	6773.052029447303	3680.9868199324405	472.9727809671054	3784.099743372202	9536344.621180004	0.0070797012612908595	-534.1954345703125	81.5195083618164	-27.71893882751465	-15.602585792541504	-30.01864242553711	-0.7181097865104675	-35.864601135253906	10.741081237792969	-31.167682647705078	13.004584312438965	-12.554117202758789	3.2216575145721436	2.3312113285064697	-0.9958175420761108	19.06807518005371	-6.82505989074707	17.655244827270508	-7.034150123596191	8.05010986328125	-1.6113084554672241
62484.73688203471	29915.21414216082	32430.132299308127	35760.54401774065	25253.84575373729	1396.6554140977214	1818.5823640049268	3809098.439417763	0.005028418895530808	-330.154296875	118.38835906982422	-45.628196716308594	8.191636085510254	-41.57203674316406	0.12376627326011658	-31.7232666015625	2.676027536392212	-20.60506820678711	0.7895438075065613	-8.136297225952148	2.548788547515869	2.108095407485962	3.284519910812378	8.722740173339844	1.9352515935897827	10.221711158752441	-0.15587343275547028	6.517672061920166	-3.3054420948028564
36045.73414918468	15723.697110941692	22661.128313578025	14450.425393076317	17298.710643465558	804.752545494591	1781.5398011541402	3782988.0571458465	0.006567346202303494	-390.3932189941406	115.40849304199219	-45.1865234375	8.13641357421875	-40.86015701293945	-1.4237381219863892	-30.56067657470703	2.5415453910827637	-18.9838809967041	0.6464027166366577	-7.041219234466553	3.3411126136779785	2.1774520874023438	3.7075483798980713	8.339353561401367	1.752244472503662	9.009182929992676	-0.9775418043136597	6.365250110626221	-3.617133855819702
10787.97325262281	713.7852501218393	10679.591090741185	875.9223894793788	735.079982985561	220.71155970179586	1635.4127009767387	3171613.787677766	0.010978083922499583	-647.7357788085938	91.38139343261719	-34.091102600097656	-17.715892791748047	-27.76815414428711	-12.305904388427734	-24.132659912109375	-2.067748546600342	-18.97398567199707	4.52580451965332	-4.837538242340088	1.6066139936447144	6.970611572265625	-0.9471808075904846	11.711132049560547	-1.5329562425613403	10.068500518798828	-2.001755714416504	5.793603897094727	-0.4154486060142517
10261.581362635561	625.7536123602586	10176.802578063558	699.2529174881746	626.1960403536293	231.82008730751	1399.7544493256505	2536243.0185447414	0.009931480630454978	-658.516357421875	87.74234771728516	-31.57240867614746	-18.548215866088867	-28.46371841430664	-13.314434051513672	-24.1905517578125	-4.09897518157959	-18.181180953979492	3.563810110092163	-3.804210901260376	0.7212486267089844	7.032452583312988	0.09977741539478302	10.313097953796387	-0.9582446813583374	9.253891944885254	-0.805061399936676	5.152532577514648	0.313698410987854
56381.61833068355	25635.848726894048	30987.84901361591	30351.777356815903	25346.531292293654	1274.4772966715416	1718.0783643914006	3616070.2997133746	0.005113841854652144	-346.5394287109375	126.98532104492188	-47.86394119262695	10.542135238647461	-43.282859802246094	3.6672441959381104	-35.66300582885742	5.71770715713501	-23.187801361083984	4.003808498382568	-9.75344467163086	4.476366996765137	1.2234827280044556	5.004522800445557	8.443689346313477	1.8340703248977661	9.579219818115234	-1.117956280708313	7.2607855796813965	-4.445107460021973
61882.26688899849	9016.33793692255	30973.092870665238	52184.89352141092	6921.145703573935	1254.9717720110482	1675.4957289966972	2871068.7152037197	0.0046239818230921735	-420.6383361816406	113.25139617919922	-53.1181640625	1.0295742750167847	-38.775943756103516	-3.0005531311035156	-28.440271377563477	-0.8432080745697021	-16.242557525634766	0.15344272553920746	-5.488096237182617	2.9188106060028076	3.0939273834228516	3.069777250289917	7.3639421463012695	2.519237756729126	8.52501392364502	-0.10394150018692017	5.4931840896606445	-2.485671043395996
61954.17906000748	19983.38490954282	48352.08807785757	26239.971852558334	20408.71056892504	1315.783679394075	1701.678405438633	3156653.678353776	0.0	-364.09307861328125	122.67130279541016	-51.293678283691406	6.702994346618652	-40.84379196166992	1.177687644958496	-32.98167037963867	0.7961545586585999	-20.096742630004883	2.9699344635009766	-6.893828392028809	4.421266078948975	2.596190929412842	3.504225730895996	6.980208873748779	1.6416172981262207	8.756617546081543	-0.31437525153160095	6.565169811248779	-3.3974268436431885
10972.720988612256	709.454623242548	10550.03154171768	1483.6944517034908	836.9909476433661	215.98396282626229	1677.214549196698	3157522.308812766	0.011075112312016185	-644.90869140625	94.86695098876953	-37.49573516845703	-13.753284454345703	-27.870126724243164	-12.122342109680176	-23.381895065307617	-3.103125810623169	-16.756071090698242	2.898163080215454	-4.501067161560059	0.8706936240196228	6.012289524078369	0.4512571096420288	9.576496124267578	-0.41324669122695923	9.256285667419434	-0.5025352835655212	5.773868083953857	-1.1967145204544067
30445.964772470546	11250.384499402051	20991.145217739486	12335.301698873522	11845.713356065726	659.3750017369574	2303.6782210976835	5047888.598562385	0.006796059057560066	-401.01446533203125	122.3882827758789	-60.52248001098633	3.591069221496582	-47.56972885131836	1.779586911201477	-37.69981002807617	8.111968994140625	-24.73931312561035	9.615724563598633	-9.9691743850708	4.105011463165283	4.551311492919922	-0.44682350754737854	10.10060977935791	0.10394918918609619	8.906570434570312	0.47517910599708557	4.497334957122803	-0.28334394097328186
22207.838510273523	19434.0537699799	5332.297195405736	7029.159505549615	5344.2498890186525	570.3603769105962	1590.447231672336	3577281.925410534	0.007871829189679403	-465.92425537109375	113.35595703125	-37.815181732177734	4.795350074768066	-36.87302017211914	-3.475524425506592	-29.220874786376953	-1.5789997577667236	-19.299787521362305	-1.7520328760147095	-5.2247314453125	1.8584307432174683	2.5668537616729736	3.4985179901123047	8.762356758117676	2.7480998039245605	9.422052383422852	0.30788907408714294	5.412281513214111	-2.8575351238250732
10270.90367163263	596.1779412884151	10185.896846890995	711.2478939720744	624.6202481898603	231.97202353780045	1375.6893849432458	2396625.169303423	0.009951694190334596	-661.3235473632812	90.61492156982422	-31.07632827758789	-20.097352981567383	-27.449504852294922	-14.23464584350586	-23.396533966064453	-4.047006607055664	-16.96764373779297	3.277960777282715	-4.366087436676025	0.09161857515573502	6.543861389160156	-0.18863342702388763	10.213678359985352	-0.7670331597328186	8.996999740600586	-0.4820415675640106	4.853729248046875	0.22970342636108398
10796.365748940669	545.0662239216291	10625.782326594159	1088.7838327162106	590.2045298836338	219.58037821021625	1577.6229928757741	2736965.26014196	0.010911665030994683	-666.7783813476562	93.14030456542969	-35.623497009277344	-15.505780220031738	-26.99643898010254	-15.089606285095215	-20.675172805786133	-7.063355445861816	-13.269756317138672	0.20075716078281403	-2.4709904193878174	0.8491147756576538	5.471747875213623	1.2944051027297974	6.86551570892334	2.542468309402466	7.460181713104248	1.1297006607055664	4.416447639465332	-0.7416689395904541
99317.26040596381	44373.77235593924	51129.46116144328	46547.743369980984	46897.606826182986	1844.1862207191186	2020.6565112772848	3303311.778482365	0.0038604252629152102	-288.6299133300781	130.966064453125	-61.04768371582031	16.48609161376953	-47.341461181640625	4.328851222991943	-36.76911926269531	8.554691314697266	-28.20568084716797	7.167264938354492	-10.616506576538086	4.745800018310547	-0.9370241761207581	8.859562873840332	5.547832012176514	2.6714088916778564	11.212957382202148	-2.10398268699646	6.219812870025635	-3.834747076034546
72225.69568424019	25718.49858169576	34356.60313149792	49261.08587343489	29366.348777380757	1550.936792763379	1712.4394140020615	3366957.321738693	0.004485546128722801	-327.8785705566406	124.5448226928711	-54.29921340942383	10.495970726013184	-45.02629470825195	2.343708038330078	-36.45499801635742	3.9888362884521484	-21.22482681274414	3.7966229915618896	-8.335518836975098	4.99487829208374	1.2931404113769531	4.3040571212768555	7.353954792022705	1.5568358898162842	8.53146743774414	-1.206352710723877	7.5771942138671875	-3.7769923210144043
10672.252907100165	790.6160054252284	10594.698197287373	837.6541830604469	844.3044985621557	223.2546603998709	1458.3804008034742	2275604.062959146	0.010382001364148586	-640.7030029296875	102.95207214355469	-41.92511749267578	-16.24054527282715	-27.331439971923828	-16.127294540405273	-20.58749008178711	-7.8783369064331055	-12.415905952453613	0.040027763694524765	-2.193437099456787	0.2203127145767212	5.845531463623047	2.1008293628692627	7.034941673278809	2.586893081665039	6.302867889404297	0.8791511654853821	3.5833492279052734	-0.5171236991882324
36848.11811671812	13467.59454837523	21021.327460197514	16094.546073592373	21956.20951632615	879.8537026484724	1715.9895668351985	3778409.5528512155	0.006340762309381624	-403.2679748535156	123.01203918457031	-40.119903564453125	6.386224269866943	-37.35272979736328	-1.0220471620559692	-30.53681755065918	0.9041128754615784	-19.343523025512695	0.7386258840560913	-7.483519554138184	2.9323084354400635	2.217028856277466	5.663975715637207	7.8726348876953125	2.845093011856079	8.581466674804688	-0.513748288154602	5.829949855804443	-3.2878456115722656
10621.047258950215	726.0299503130761	10567.255245120434	671.216499166356	685.6289381955742	216.185198708579	1552.9498039779544	2509777.748325311	0.010944024522845031	-655.1555786132812	97.15767669677734	-39.70032501220703	-14.917169570922852	-27.426998138427734	-17.75747299194336	-20.1387939453125	-9.215248107910156	-12.648014068603516	-1.8325223922729492	-1.7544571161270142	0.418488085269928	5.853419780731201	3.0839715003967285	6.550477027893066	2.999424934387207	5.809545993804932	1.7693084478378296	4.084174156188965	-0.41428643465042114
84326.12086529908	1000.1928763549394	35979.61438685318	63729.87856070758	41842.53649883558	2425.920832178544	1521.1344252656672	3723222.1750131184	0.0038677387753604554	-404.61102294921875	124.12659454345703	-10.331278800964355	5.94562292098999	-40.89818572998047	-5.5076823234558105	-31.588693618774414	-2.80070424079895	-19.09542465209961	5.976231098175049	-11.718507766723633	8.971139907836914	0.5437331199645996	5.256200313568115	8.229114532470703	2.0783028602600098	5.613679885864258	2.136323928833008	4.572404861450195	-2.3443245887756348
22057.59331568236	2263.97276465504	19795.678681465353	7051.846051896207	3927.545280301676	446.6756209420488	3571.5297679503014	9449286.408194639	0.00712424064970444	-528.23876953125	89.89368438720703	-23.888927459716797	-9.403306007385254	-23.218021392822266	-0.4390888512134552	-38.69491958618164	10.576656341552734	-29.839948654174805	9.068778038024902	-16.496679306030273	3.963567018508911	2.283994197845459	-1.666725516319275	19.440502166748047	-5.6603899002075195	18.814010620117188	-5.60437536239624	9.92582893371582	-1.9505581855773926
24195.056607679107	5067.924566593765	12455.027099857505	19064.681882245834	4963.192058023008	596.3209011537731	1587.2972534312057	3658990.240164661	0.007509048639727238	-478.13287353515625	114.60820770263672	-34.43437576293945	-1.7726634740829468	-30.75054359436035	-8.570499420166016	-25.618167877197266	-4.553779602050781	-15.12353229522705	-2.2987818717956543	-5.010006427764893	1.1060870885849	4.116731643676758	4.0655107498168945	7.990100860595703	2.7905046939849854	8.06418514251709	0.7698793411254883	4.1512861251831055	-1.691994071006775
81340.65982660523	36950.55244817902	33134.60659427542	39502.425859102455	50593.96189736914	1772.8796257876577	1751.1875069524467	3491177.6050780057	0.004276906027331902	-321.50494384765625	123.45142364501953	-49.47771072387695	10.60047435760498	-43.615478515625	0.644824206829071	-36.206459045410156	2.619577646255493	-21.874629974365234	2.879016637802124	-8.136213302612305	5.3827080726623535	2.7468318939208984	4.620650768280029	7.542332649230957	1.5997358560562134	8.400564193725586	-1.528341293334961	6.621208667755127	-3.95788836479187
48350.146438139556	9926.089422410327	41390.34811812621	16143.959200488916	15771.088129555357	934.1433545715698	1804.8255175070524	3330459.7404481503	0.005563946595248799	-378.43963623046875	121.26934814453125	-54.2578125	5.298919677734375	-42.22080993652344	1.8896340131759644	-32.35891342163086	1.6420300006866455	-20.480384826660156	3.9252867698669434	-8.504569053649902	3.307112216949463	2.521327495574951	2.749981641769409	6.684656620025635	1.8868985176086426	8.611494064331055	0.1755426973104477	7.205595016479492	-2.759988784790039
