Total MaxAmp	Split MaxAmp 1	Split MaxAmp 2	Split MaxAmp 3	Split MaxAmp 4	SCO	Centroid	Spread	Flatness	Flag
93304.4245478514	25168.877147268606	66301.50115349279	49414.14322544492	21410.701727773077	2185.8548688351925	1796.0119223576614	2474443.493059925	0.0035628041739986776	1.0
68226.78913998573	58436.70777793242	22836.03874254707	11572.373521814132	12707.627330372063	1593.2881861981743	1789.1406401860186	2298612.8932504337	0.0039892974727591445	1.0
73398.58628079569	14954.000155023386	24204.22108645403	34918.764417592465	47770.69120924743	2225.070407224518	2399.922460059681	2846508.3703061235	0.00407529187094918	1.0
110805.60863078253	38838.0933560604	43619.08852367338	52114.754035210965	68178.19245644515	3141.632719028333	1981.4683952117962	3105322.087635235	0.0031700877524544653	1.0
75492.17072611296	33734.90796096454	39107.59882861429	37581.529468670225	23682.737078748538	2311.5191265842536	2473.2676674265244	2775705.7018382377	0.0039993812289928436	1.0
69236.26580798524	26921.329866681055	44536.033333733016	35556.10577263518	28874.02210391843	2861.9992945610334	2300.676166162914	3027846.732480974	0.004000691932449921	1.0
45005.50807500574	8165.238308147348	32846.59056314263	21774.85341484404	8521.823218417972	1606.9742411786576	1712.3494180780453	2688375.045808321	0.004966084799122597	1.0
77586.17108466013	18902.268097005955	30024.350944317946	57016.00121096392	17354.874585697347	2258.3444453824436	2299.678656671309	2486973.5392172406	0.003830235737151397	1.0
82585.00179935811	21848.84876805663	30192.262502370722	61191.63434765389	18190.654778415294	2272.273238041576	2263.8271958837854	2509873.9092582846	0.0038391125679614253	1.0
151024.4082797978	63609.78900731679	68273.2204869188	90078.48577312523	61233.56275009489	3076.826788622786	2022.3529052560393	2315814.9467364126	0.0027615303284870035	1.0
56292.93612788225	17766.390641560723	40449.093993617615	23357.39357888959	17470.665057210343	1668.7161935983147	2258.0256072067637	2910242.881358464	0.004911735263644688	1.0
71179.14776576191	6621.674396993821	35567.030939733704	54084.93431300276	12335.977845227379	2059.750587896606	2319.5676497142267	2096492.5981712623	0.003740776291704132	1.0
80335.07538795104	6493.876776163112	38752.6849103618	59937.742008362264	18471.580994882217	2106.215356762801	2639.3588317324625	2617024.0860642362	0.003930406719578513	1.0
94393.02395120695	28027.87671472174	20919.274676469395	55439.43756441312	55382.38420640643	3059.1859177646957	1569.303463917936	2061473.3646877564	0.0030768198679900507	1.0
126757.60734651657	41673.404346745236	44616.9313499488	78166.44363436426	44274.583197963766	4392.541002009743	1278.9129220193179	1931427.6018564769	0.0023641422761740065	1.0
73130.4167942903	22935.140340875987	26404.880737235977	39731.89864152092	43862.12190968619	1913.5645498485792	1375.4829859326674	2459934.0574712213	0.0037131507616118774	1.0
31424.340019526415	547.3717146711062	30026.662983426562	23304.33342500256	684.8618009549851	3145.303007505674	3597.261672386594	2611641.249248904	0.0058066356939567325	1.0
55695.95854297013	16951.937625963386	39910.2958821345	34551.48102094795	18067.188948151022	3516.322385135857	3128.961084767586	3909331.0967286406	0.005739310643689254	1.0
127730.4659505212	59332.971885438004	73534.46679405769	65148.69285801909	58986.80285005519	3150.6728220094014	3497.8324477918004	4030556.381818035	0.004171167472926218	1.0
74029.1550920865	41425.61607493638	43018.96253113503	34066.99205869168	26118.3747895598	4902.793967797756	3387.9763997711652	4051036.450795171	0.005077760638895852	1.0
130695.6425575943	56890.72894730421	63402.42876255255	69941.07562216031	69398.66686513054	4817.352309048158	3095.102219591588	4429088.312859521	0.003938662539455177	1.0
112898.04834024642	62880.52202646529	59075.226291351	52873.19315867505	48243.30457796691	4948.213517370602	3472.5416479940236	4533273.873194973	0.0043796360002578034	1.0
127356.27675697293	68490.57454132072	67186.92154193246	64163.54308869316	60178.03839610717	5361.4508369385885	3081.8679467729266	4272450.910544649	0.003971511797361547	1.0
30816.865671847892	613.627428532669	23528.75845918473	24938.682011844758	780.2434326963983	2510.302270911332	4050.1600583185195	3111998.9865628323	0.0059696149619024265	1.0
87476.17825742818	33865.098322255966	46676.41547851288	51580.79246939163	35791.970240648385	2748.1643724732376	3435.642715497178	4583541.259817241	0.004861875811271852	1.0
66951.18874501328	23309.685620274016	39305.51893012124	41153.474224717305	26122.67854504521	3022.878658634181	3073.7698537864776	3996903.366416354	0.005309928167107718	1.0
84961.09604900202	42281.716894296485	49370.505156386134	48444.40038631006	35671.41980566811	5091.11484522076	3347.761123288822	3994062.5774618294	0.0047911416815255275	1.0
159337.36259663178	86434.39521333827	82705.57060805212	76459.73709851921	71416.20237590083	3429.081353880795	3057.7273152382563	4699804.204284838	0.003649297167554007	1.0
165024.40099545525	90269.57567667218	83517.05081334364	80418.32706269444	73035.0879069676	4298.945385036188	3093.7064324419316	4843597.530730835	0.003573179660348228	1.0
98427.690610872	55976.854080200144	48559.42710972892	45599.1533190431	43590.99554966793	4168.834523704038	3417.643045856031	4397694.264096487	0.0046885777770889125	1.0
31935.525427977456	13.557653031803541	29077.848365372123	24051.76606054936	56.711802892976955	3605.777942776926	3359.8019249983536	2380019.5002988013	0.005806332247672403	1.0
34449.42655504077	1123.88173335516	30217.21861727856	25026.766739051855	1749.0365058637146	3383.807223617853	3391.769566030197	2685063.376337153	0.006161540370741024	1.0
150491.53706005224	81973.57480876494	74724.705839145	70135.18637208457	71275.02672291244	4768.996439552446	3178.2657326454946	4567399.87260435	0.0037625507928931703	1.0
79825.18124419251	44822.894785353696	38913.68180768933	39288.85545948876	37059.75137166605	2956.3841247397168	3416.4010684901536	4465799.425045225	0.005196254954893228	1.0
114558.68602503494	62202.04469529882	59636.21195312743	56815.25041407244	50178.352775293606	4817.472470846693	3369.4062451426385	4290994.7591123255	0.00431300587767303	1.0
79324.83549601983	43065.738815196375	39073.87515410345	39278.356502879666	38125.283734090684	2081.2773399104926	3407.4995071344492	4644484.784231675	0.005318012603713039	1.0
45023.76677140419	3302.986428650942	18981.724020040354	35901.113019507044	17992.478184672	4383.672417046231	3304.06097065482	2592015.6411185805	0.005007847423874299	1.0
39293.52292992722	3632.1927546255415	16971.51690173958	33106.181779096165	8474.90350254045	3870.728564327382	3318.076904106516	2813985.099429263	0.005665235348121565	1.0
35984.71962877216	30303.08497650061	15870.115257383693	8434.684113865855	6053.718693886692	3884.0926358899055	3308.602469966043	2552256.5327134077	0.005729080975117504	1.0
147696.8844120444	77399.54636270668	72078.44836722525	74970.0735466849	70333.64726989005	3462.089064411276	3219.4540348700675	4886537.167414818	0.003827090050990139	1.0
120590.94132862636	62138.88827252612	59239.08375707434	61738.239185529914	55555.813377945226	3039.2915062954935	3227.9165917172145	4569098.936558947	0.004215214833282894	1.0
133276.7557331445	73924.87540282132	79377.73265134732	60996.52167884355	55465.22005626409	5616.309491257647	3028.888202547486	4420948.176093636	0.003800588113314315	1.0
118996.21246836554	67609.81336905192	63859.06268182719	54978.983852636564	49006.190635806095	4528.54732401553	3061.6831742668564	4422071.187199987	0.00409018061722871	1.0
80816.47203849406	49520.95896988445	41958.16606147416	38828.6644701978	31386.754509089285	5380.742147631628	3273.9862925134435	3679500.7057654816	0.0047817824681827435	1.0
67959.92911440779	24002.011544379708	18096.09895253517	24701.532425534708	42579.32146263022	2630.0998593921627	3130.247564657971	3397767.463943323	0.005269447110306211	1.0
109383.29634061479	20528.65598459994	33458.13700574106	46242.28129347092	81724.83899573359	1990.0637719727836	3203.0069812319407	3555409.6244312692	0.004205936809072552	1.0
27384.10747068087	1276.9952570315136	25797.59911438762	9259.39367759291	3124.9674845716368	2448.215136615404	3374.4947947463015	2486358.6009261366	0.0060380832567231485	1.0
92016.5376316254	35456.05517751446	52626.45099271453	48184.29360693572	43985.89452454762	3250.6679988772053	2497.0290377229717	3954577.4106397354	0.0042858040655889525	1.0
78626.66361801985	50864.32288302016	41416.574134602495	30362.460121199463	26754.204062715748	5846.552628416079	3022.7991987549544	3208720.4266068544	0.0045375323532877085	1.0
75224.18275250666	44253.08859234418	39489.71015493884	32766.1132191465	33096.87278497126	2552.435333952562	2895.6560956246326	4318309.753491765	0.005093400972015663	1.0
193278.0578332299	99493.5587666625	100526.57686392746	94239.84574085056	89822.87620525228	4897.193438265323	2328.8193545005465	3894414.209230857	0.002985057260945464	1.0
173782.93940414654	89338.48259646178	88077.44758534383	84693.4965755261	83314.8168141675	4075.49170610416	2392.400453527964	4032341.86434746	0.0032130174265466846	1.0
163049.98214020362	85791.8254435235	83907.70736614375	79442.55641276354	77601.47860012381	5482.462279308596	2766.7770650396455	4046932.85927645	0.003438857779395764	1.0
133559.31121552424	71204.23049659254	68417.55749522657	67611.41408725265	63517.91022439024	4918.701472553646	2624.21196401104	3862277.403454858	0.003698751300517733	1.0
119587.20303378042	60373.139702943845	65421.78682720314	56515.20907371398	56194.72536379064	3440.2428882685613	2746.1547560752538	3917818.1829349655	0.004042929295894595	1.0
141187.17279535736	60267.72643202344	79375.56305852263	70406.64523533119	68678.89416597203	3700.550814224562	2493.710876946911	4237161.903304151	0.0035809231819426673	1.0
74422.72013073623	30743.02527628814	40879.39600156991	39396.01621171976	36193.220161653655	2100.2186570454164	2718.8321380586085	4544582.91324946	0.005086207064752232	1.0
64701.48678616112	42227.456934300324	35476.530987350394	32453.969123283438	21864.439738368183	6951.3254723762775	3171.664477134597	2814900.534560233	0.0042516585727032236	1.0
177248.7361191	92658.54333107318	91860.61918650958	84534.90117914062	81633.12649842833	4243.3010052893715	2326.243626732581	4042909.381095332	0.003138910566924938	1.0
124819.39016421798	71763.08339058436	64225.65995494551	55872.784656655436	53040.435194792524	3994.5577709737163	2831.660580656732	4581459.636118291	0.003933241391712931	1.0
83386.65802710282	42512.12317254705	45065.37959690433	39504.605736745085	38512.431745292815	1703.3881036232383	2613.4223840458585	4579105.279857718	0.004834382045973245	1.0
77887.2325337871	40044.24514760399	40012.818223054564	37284.28978652951	37996.849123581094	2184.37213820417	2816.5077920307276	4476587.46027138	0.005049620327242618	1.0
75697.3911826541	41443.64641945687	42948.34088160685	35566.08575766997	32720.048310644415	5977.340177238429	2892.1453590596875	3420486.065154466	0.00454019814541414	1.0
85404.31380416625	26410.744939650485	31422.91094308684	53504.37131270026	46680.53306073515	4980.000137073665	3436.316947886821	3924214.434624445	0.004681623827946361	1.0
110279.941006394	41435.68522741286	50169.60585931177	63104.13124866372	59267.752686466614	4772.404245778347	3007.1675291727124	4276390.834482196	0.004169858130507871	1.0
148436.1523234247	75949.1046858103	78637.92186919469	74708.32808267671	68729.04805941097	5599.036335260188	2914.158174377255	4408843.218978699	0.0035955714537710586	1.0
96399.46207254866	56876.584393638404	49682.777024941446	42968.23131640508	41795.46099209065	5903.53777304179	3419.684469273246	3924572.490103009	0.004380412782523788	1.0
174716.42995262344	93049.14986430811	88251.60860339439	85248.04329080858	82675.8602811023	5006.873863955711	2832.1990623559545	4615855.232556999	0.0033835055890608042	1.0
90592.80988710729	49009.980918276546	45667.52567950765	46917.91691451814	38635.058316287155	4681.955769615556	3355.980855358354	4362002.653267048	0.004708776368023256	1.0
46218.202538229416	10876.920990769926	25314.5722196336	31469.156669514326	17466.864043285954	2746.819976704569	2810.023415911238	3416121.1060426696	0.005608958403047263	1.0
119360.72403133557	68397.07870477074	58638.26657439003	54992.244006431196	52003.28284770881	4320.193883617366	2506.7595818375576	3943711.451359161	0.0037564267575297856	1.0
40048.79835201887	5786.449537436935	31604.378977730055	24981.91335395139	8106.505168304852	2937.193897349285	3087.794786171028	3122892.6308792667	0.005386888979105697	1.0
56389.16141590635	41631.76059046783	24597.29081329018	19419.097260012655	18398.87549235672	4530.704691573497	2721.290701163142	3329972.6871596295	0.00489536581288396	1.0
69474.88868103774	33732.38151377504	35828.3593399898	35537.10371956616	33588.60703610083	1578.6873675942188	2830.2113186560136	4507841.079316003	0.005394905290808649	1.0
105313.2223574294	61003.84558086301	55743.019918822385	47790.097407761976	44009.607689640354	4540.378229234664	2928.2326966896417	4322678.512939978	0.004330333224491705	1.0
154123.97651552604	72031.07154758793	56591.37008136245	72223.05669077935	70649.94467426346	7600.072419805407	1806.0556248796943	3513035.58679485	0.002932527499889687	1.0
97293.5465341553	32042.89329220955	44639.263236531224	57336.04811985553	54451.21931732905	4553.329714076544	2944.142699593236	4166253.8049641685	0.004583135117230139	1.0
151190.1744396971	100993.01842838207	71689.47063741132	57635.41729370389	63470.32635146562	4781.598339365214	2625.965985309907	3985894.637811892	0.0036022918425405548	1.0
92513.3632684492	53570.0479875573	47299.770953272724	40433.84695519392	39342.743850250656	4301.1321513711555	2733.229751430398	4195326.435111492	0.004596666776608624	1.0
27041.640467137273	320.5826437628241	23991.051197217374	22795.420316442032	374.6334648301764	3406.023850797115	3257.6603061086826	2139499.9891043827	0.006071150174443186	1.0
38086.48421784347	7522.8530124042045	27694.07797386579	28959.461439173676	10368.530125538851	3397.0601085075705	2984.8714427068785	3058414.6231958494	0.0061705369087526165	1.0
106077.24362145312	64500.869449742204	54057.94884608552	44896.95690519551	42821.33850254396	4317.682305122285	2373.632656745817	3495126.570447122	0.003879741435345141	1.0
110849.87463608768	65883.31662118282	55272.724982748616	49220.519394191455	44583.03591654525	4701.543179613736	2395.162852503904	3534268.9019270167	0.003795678915599238	1.0
19021.149791671214	300.6561764412997	18954.79295313569	1230.9672759293906	333.3366646706567	3451.6122538657633	3240.997770622966	2131885.921972932	0.0051975407453323415	1.0
57552.13137849245	17297.927668448392	37678.12643646239	31484.217486938982	22134.692107544077	3984.930379113871	2556.970943024966	3248511.0170399956	0.004964112396308519	1.0
125996.84458615477	678.8072705535217	28376.333888119574	83445.05751439794	85135.65257586226	3261.016689920313	3138.2203006153795	921685.6636014279	0.002418715642886234	1.0
36000.64383889555	71.7160822530426	23809.834484183888	22064.880822746574	134.78103395126726	1745.7754411564783	3030.9574265350607	1321406.0290176093	0.004189711602231707	1.0
65571.98750351061	5106.791334525162	35876.360479760675	44271.33712007154	27258.30540253799	2744.6519305084407	3007.039048956062	1593948.7226795696	0.003683701267610156	1.0
59077.087991907494	8064.402158278856	35808.18187279161	34599.56372973811	17679.36198462895	2294.856721643741	3099.345150912462	1784099.1771406385	0.0042614358502588694	1.0
66700.84700577844	52088.36351754385	27414.434945899688	20854.49995987422	15761.124835122311	2557.5072669455067	3052.3103322008687	2274044.888656001	0.004192346734783953	1.0
38934.396637687016	431.34565052784507	11799.66100788051	37489.36299063168	451.6588532633754	1932.7180201954232	3048.1244922850433	969490.6426731688	0.0032185958444375493	1.0
85391.44292832068	49951.016710600285	21562.587778765414	21516.951262328712	56232.68865855818	1685.0113440979862	2059.2587865075625	4121970.7466492536	0.004567438201603006	1.0
78109.91555957047	35621.53142282827	37745.68450542608	37675.20130797496	38242.38455016572	4035.6521420756812	1819.8790013256855	3560773.3606897276	0.0030035089121044174	1.0
80877.49171206646	39616.21985243655	35436.30270863961	33627.82423651387	37141.07042291601	3698.7446738201024	1921.9555732411654	3549014.084641139	0.00328509822572837	1.0
62125.484434005295	11403.431580209644	32477.252228880738	32285.888736994202	35246.7961466915	1861.9655612948718	2148.6782545114684	2872754.9508267473	0.003534524507465419	1.0
54045.07417406708	33692.0285046226	23636.42268450614	7870.698457210527	8790.114687510915	1772.4931507976864	1764.211696114914	2953403.4521450265	0.003892701400061929	1.0
88910.07456244736	43244.062961765834	41283.20526749116	43331.756251595194	46186.45384022729	4461.628677773583	1863.9019689419895	4017103.616558228	0.0030068685086039443	1.0
72256.92260627358	34320.712396980925	34106.143049786835	32939.224653407546	36876.3328072788	3582.199368012572	1999.4189794516785	3451794.2045288337	0.0031922288041382344	1.0
71618.92438570317	33684.728582627264	33504.02765566552	33360.95020480685	36488.39273297746	2728.2367302378398	1733.8105119227423	2830894.8231737697	0.002943568896644961	1.0
61473.85316755431	21689.662616327678	13033.832157798766	33360.95020480685	22621.287397835033	1669.034231076623	1942.5102975416698	3279912.8768277126	0.004651554981684258	1.0
80005.44313000857	47464.53597781418	32723.432786474597	26678.218045519385	25698.420302857354	1860.2345414195615	2083.466126062214	4214513.263333912	0.004605347445869867	1.0
75594.81319542424	36237.42279906299	35724.28416646485	34603.32931160147	38921.018931866056	3956.2714683861323	1804.9192859625853	3459012.7371554687	0.003028982102739917	1.0
78123.4637783054	36876.51989637528	36871.72217637494	36801.62453631535	39856.07661388003	3863.614383514539	1642.7001040517548	3528303.723563267	0.002850718580451188	1.0
91425.97713222323	43604.77921610725	43425.11792165204	44453.86030837839	46000.30021677277	4317.000396882024	1826.3895095884568	3846393.334324776	0.0029798460571480345	1.0
238101.34640339	123655.65945366345	118852.480690657	106662.41110729042	115253.09191825138	5340.817955562381	2060.417842399185	4277310.994840935	0.0026776395380875774	1.0
231505.1469138856	115458.25211083368	115860.34297645916	115415.23528670466	113583.85250070166	3904.2590428775793	2382.993583278625	4585866.435714736	0.002864423987844165	1.0
133805.58110199048	71015.27135485059	63732.44777850197	64505.22956912044	63766.133437681565	4072.412284910411	2001.796716175392	4536864.942189832	0.0035002540229005542	1.0
104583.64802863152	46777.27891133612	51362.278353817856	54331.323585616374	48895.90818016509	4971.235216404928	1435.608374450462	3161295.49208161	0.0031017425846389655	1.0
35446.00746543556	1033.5241187611189	30602.157719878953	16565.6766491621	1012.9786764599622	2786.0305451390295	2963.141391214273	2565358.110357363	0.004753747609746102	1.0
85672.12072540922	26880.006769388	39599.390521665504	55893.780767703895	32717.74315265471	3073.6366916732222	2940.543310065756	3848542.437542821	0.004573165086824655	1.0
79532.62773627839	21322.03109947696	47757.13729565176	42287.946789370435	25574.60314610239	2302.110715425958	3156.1219890666985	4017040.623456801	0.00458648864426605	1.0
84246.5470113099	25358.358941782728	46748.57490675796	47036.76323466334	29947.40700917462	2998.2586160037495	2986.9717000347478	4126836.926858432	0.004554997042335874	1.0
78687.96359582733	51409.04695078087	34261.73149045405	30891.118608736695	28669.542538589754	2397.44541412668	2982.6554351741006	4071609.094631207	0.004875240339422095	1.0
106311.58594325546	46548.933972481704	52534.44265345869	63473.993809519314	46837.469203991925	3481.0495588939	3391.43489463107	4345144.074459124	0.004458426106947636	1.0
43333.5995095525	847.1854433719243	17498.97995481495	37896.20762876963	858.5344414750118	4353.147028957587	3166.371021440755	3393795.3950530603	0.003953707177982597	1.0
58951.745822805715	17762.718786239337	23414.65334572833	41995.901002156446	21257.48010255872	2887.2336551261124	2848.2022913651163	3643696.517410524	0.005341811568799263	1.0
92888.32689765708	33634.71761872262	38632.37282106224	60252.68454268988	38370.51950977645	3305.998596858355	2730.8149910683974	4212383.152958374	0.0043549665713533674	1.0
51148.571884616606	13711.57529716839	40493.87235041656	13673.43687110694	12511.00344060552	2195.4921232213724	3335.4966516381837	4200063.395609268	0.005559749750937884	1.0
83643.86995194039	48560.305622094624	35757.78341014338	38771.64822044941	36910.08509280951	2463.1633436966063	3184.83159143359	4162985.1784665748	0.0049792518922694195	1.0
34731.79060542203	641.8004160997078	26893.262758913996	26509.41029497221	863.3898774360599	3181.584760465984	3086.2621521388455	3120095.5663782805	0.00546485129707353	1.0
81665.29967237022	16132.03607953354	36952.817543806574	57986.92903305766	28635.301935470136	3860.5699090137573	3378.8873701018974	4342086.0748272035	0.004536247987705	1.0
96287.68437271014	29157.266090704594	62895.72644439915	48862.909698825344	34370.68748512098	3176.2286497935447	2783.64776014738	3479896.9830703386	0.0041619155388265576	1.0
93507.04287288226	24874.00372954332	72405.85262512696	33381.45415924708	25143.26401542835	3935.877109422203	3367.029645034285	4352076.573102295	0.004358851244988143	1.0
65325.52398298558	46893.52020720271	26677.24241856545	21386.02757506968	19510.945850443906	2449.969010716108	2783.4972114139205	3342088.58472631	0.004986098002263434	1.0
73452.94029441531	27370.883314763094	27179.111783191354	48635.94763921154	29111.85305185062	2970.590610861066	2916.3470718817894	3906586.164568946	0.0049697466411090015	1.0
113979.62326176983	48252.41535254615	66748.4898379997	50765.9009683975	47533.16544172956	3074.165990477953	3297.9391320233663	4263478.0737337675	0.004283089507908249	1.0
167980.9835755291	72026.23001048097	96080.59241511801	83893.52950415401	78663.42569510954	3878.474286782196	2863.9818449735317	4445271.768225953	0.003428130989799573	1.0
22258.159319506518	756.220370109949	21910.486638068007	712.1475238766122	775.7210908057247	2165.6458598685863	2826.2575925568717	2410347.696002536	0.005514215581480782	1.0
94534.00914596743	33216.806881160475	51198.02700102563	53240.51912981881	45534.32122547512	3449.6183228430696	2758.7092838094345	3881914.3028118205	0.004374761943412003	1.0
36253.27867857773	702.4328246118857	20325.61118391456	33434.66829030602	540.1071056866577	3083.6842662620475	2725.253267828685	2153727.4480673587	0.004645618995074079	1.0
89900.18347913022	31134.972514668396	33936.9114440723	58961.51843694437	40299.62741010464	3619.0556012425272	2561.709548727206	3586615.998179578	0.004268430817370556	1.0
65714.08749267475	8317.712972641497	36386.110979126155	35873.16147349106	37433.31323130731	3428.956839383764	1807.593007415251	3465059.3095124983	0.0026763335428455345	1.0
68068.519428855	7719.766531570221	36974.33639261953	36935.41365783456	40072.59977595138	3416.5264475069107	1634.0755421658534	3497603.1375952465	0.002407463579619485	1.0
71962.4687814916	8513.654092505376	39356.68954781522	39412.49794672943	41726.97532231806	3568.9404938990247	1712.8984933054742	3787668.3649847093	0.002540472460059938	1.0
54379.664104895855	24285.42764714863	23355.801366675343	22524.938403504995	23716.682921687112	2468.979512733297	1760.528519252718	3820193.073750363	0.004009658202345639	1.0
81273.10550652604	37693.02602342812	35827.67769661539	34750.684354825935	39051.441936607545	3927.780199832522	1823.0419282858004	3377255.2838622886	0.0031163110759670582	1.0
75497.85166382274	33623.65677285047	37302.38204905616	36941.23339018603	36108.479385337516	3919.3354074798945	1843.3425038724167	3626098.604913033	0.003076405568860367	1.0
89407.61304643909	41509.579466155745	41801.52835346001	42987.830531387655	44521.08932418351	3885.920557440333	2071.9906132849737	3865436.9497001856	0.003164303695816226	1.0
160565.18470894694	85883.23362002091	79147.7391493774	75582.97089193271	79682.38551990899	2775.0142024143165	2135.640320473366	4052496.6683261828	0.003340759732940173	1.0
